Year,Month,Day,Species,Length,Weight,Sex,Fecundity,Location,SampleID,Source,Comment
1978,1,23,RB,610,3.4,NA,NA,NA,NA,NA,NA
1978,11,4,RB,838,5.9,NA,NA,NA,NA,NA,NA
1979,11,5,RB,739,4.6,NA,NA,NA,NA,NA,NA
1979,12,5,RB,838,7.6,NA,NA,NA,NA,NA,NA
1979,12,6,RB,806,7,NA,NA,NA,NA,NA,NA
1979,12,9,RB,749,7.3,NA,NA,NA,NA,NA,NA
1979,12,9,RB,762,7.1,NA,NA,NA,NA,NA,NA
1979,12,12,RB,686,4.1,NA,NA,NA,NA,NA,NA
1979,12,23,RB,698,4.9,NA,NA,NA,NA,NA,NA
1988,5,7,RB,838,8.9,NA,NA,NA,NA,NA,NA
1988,5,11,RB,813,5.3,NA,NA,NA,NA,NA,NA
1988,5,28,RB,749,5.6,NA,NA,NA,NA,NA,NA
1988,6,4,RB,775,5.9,NA,NA,NA,NA,NA,NA
1988,10,4,RB,743,5.5,NA,NA,NA,NA,NA,NA
1988,10,7,RB,838,8.4,NA,NA,NA,NA,NA,NA
1988,11,12,RB,832,8.4,NA,NA,NA,NA,NA,NA
1988,11,12,RB,876,8.6,NA,NA,NA,NA,NA,NA
1988,11,12,RB,762,6,NA,NA,NA,NA,NA,NA
1988,11,12,RB,737,5.9,NA,NA,NA,NA,NA,NA
1988,11,13,RB,851,8.2,NA,NA,NA,NA,NA,NA
1988,11,15,RB,813,7.3,NA,NA,NA,NA,NA,NA
1988,11,15,RB,813,7.3,NA,NA,NA,NA,NA,NA
1988,11,15,RB,864,NA,NA,NA,NA,NA,NA,NA
1988,11,17,RB,686,3.6,NA,NA,NA,NA,NA,NA
1988,11,20,RB,660,3.9,NA,NA,NA,NA,NA,NA
1988,11,21,RB,650,4.3,NA,NA,NA,NA,NA,NA
1988,11,22,RB,667,3.9,NA,NA,NA,NA,NA,NA
1988,11,22,RB,749,5.1,NA,NA,NA,NA,NA,NA
1988,11,22,RB,792,3.6,NA,NA,NA,NA,NA,NA
1988,11,25,RB,673,4.8,NA,NA,NA,NA,NA,NA
1988,11,26,RB,629,3.4,NA,NA,NA,NA,NA,NA
1988,12,4,RB,864,8.2,NA,NA,NA,NA,NA,NA
1988,12,17,RB,660,6.8,NA,NA,NA,NA,NA,NA
1988,12,19,RB,813,6.8,NA,NA,NA,NA,NA,NA
1989,1,6,RB,650,5,NA,NA,NA,NA,NA,NA
1989,1,7,RB,640,3.5,NA,NA,NA,NA,NA,NA
1989,3,7,RB,760,7.3,NA,NA,NA,NA,NA,NA
1989,3,25,RB,720,3.6,NA,NA,NA,NA,NA,NA
1989,3,25,RB,770,5,NA,NA,NA,NA,NA,NA
1989,4,30,RB,386,1.5,NA,NA,NA,NA,NA,NA
1989,5,1,RB,860,8.6,NA,NA,NA,NA,NA,NA
1989,5,11,RB,813,5.3,NA,NA,NA,NA,NA,NA
1989,5,11,RB,850,8.6,NA,NA,NA,NA,NA,NA
1989,5,24,RB,825,7.3,NA,NA,NA,NA,NA,NA
1989,5,24,RB,698,4.6,NA,NA,NA,NA,NA,NA
1989,5,24,RB,712,6.4,NA,NA,NA,NA,NA,NA
1989,6,4,RB,775,5.9,NA,NA,NA,NA,NA,NA
1989,6,5,RB,584,2,NA,NA,NA,NA,NA,NA
1989,9,14,RB,737,5.5,NA,NA,NA,NA,NA,NA
1989,10,4,RB,743,5.5,NA,NA,NA,NA,NA,NA
1989,10,5,RB,572,1.8,NA,NA,NA,NA,NA,NA
1989,10,9,RB,876,9.7,NA,NA,NA,NA,NA,NA
1989,10,11,RB,787,6.6,NA,NA,NA,NA,NA,NA
1989,10,13,RB,914,9.3,NA,NA,NA,NA,NA,NA
1989,10,18,RB,711,5.3,NA,NA,NA,NA,NA,NA
1989,10,15,RB,650,4.2,NA,NA,NA,NA,NA,NA
1989,10,18,RB,660,3.6,NA,NA,NA,NA,NA,NA
1989,10,21,RB,662,4.8,NA,NA,NA,NA,NA,NA
1989,10,21,RB,756,7.3,NA,NA,NA,NA,NA,NA
1989,10,28,RB,660,4.5,NA,NA,NA,NA,NA,NA
1989,11,1,RB,835,8.5,NA,NA,NA,NA,NA,NA
1989,11,4,RB,692,5.5,NA,NA,NA,NA,NA,NA
1989,11,4,RB,667,3.1,NA,NA,NA,NA,NA,NA
1989,11,8,RB,864,7.6,NA,NA,NA,NA,NA,NA
1989,11,9,RB,813,NA,NA,NA,NA,NA,NA,NA
1989,11,11,RB,730,5.5,NA,NA,NA,NA,NA,NA
1989,11,11,RB,660,3.6,NA,NA,NA,NA,NA,NA
1989,11,15,RB,699,4.3,NA,NA,NA,NA,NA,NA
1989,11,18,RB,718,4.5,NA,NA,NA,NA,NA,NA
1989,11,23,RB,826,8.4,NA,NA,NA,NA,NA,NA
1989,11,24,RB,800,6.8,NA,NA,NA,NA,NA,NA
1990,10,19,RB,432,0.8,NA,NA,NA,NA,NA,NA
1991,10,9,RB,826,8.4,NA,NA,NA,NA,NA,NA
1991,10,11,RB,826,6.8,NA,NA,NA,NA,NA,NA
1991,11,15,RB,838,8.2,NA,NA,NA,NA,NA,NA
1991,11,18,RB,940,10,NA,NA,NA,NA,NA,NA
1991,11,25,RB,699,4.2,NA,NA,NA,NA,NA,NA
1991,11,25,RB,699,3.4,NA,NA,NA,NA,NA,NA
2003,10,14,RB,838,6.7,NA,7107,NA,NA,NA,NA
2003,11,4,RB,640,5.3,NA,6645,NA,NA,NA,NA
2003,11,5,RB,430,1.4,NA,NA,NA,NA,NA,NA
2003,11,8,RB,810,6.5,NA,NA,NA,NA,NA,NA
2003,11,8,RB,820,7.1,NA,NA,NA,NA,NA,NA
2003,11,8,RB,880,8.2,NA,NA,NA,NA,NA,NA
2003,11,8,RB,914,9.2,NA,NA,NA,NA,NA,NA
2003,11,9,RB,860,8.1,NA,NA,NA,NA,NA,NA
2003,11,9,RB,864,7.5,NA,NA,NA,NA,NA,NA
2003,11,18,RB,464,1.4,NA,NA,NA,NA,NA,NA
2003,11,19,RB,800,6.4,NA,NA,NA,NA,NA,NA
2003,11,20,RB,790,6.5,NA,NA,NA,NA,NA,NA
2003,11,21,RB,428,1.6,NA,NA,NA,NA,NA,NA
2003,11,22,RB,762,7.3,NA,NA,NA,NA,NA,NA
2003,11,27,RB,673,4.5,NA,NA,NA,NA,NA,NA
2003,11,27,RB,724,5.9,NA,NA,NA,NA,NA,NA
2003,11,30,RB,495,1.8,NA,NA,NA,NA,NA,NA
2003,11,30,RB,660,4.5,NA,NA,NA,NA,NA,NA
2003,11,30,RB,686,5.7,NA,NA,NA,NA,NA,NA
2003,11,30,RB,711,6.6,NA,6752,NA,NA,NA,NA
2003,12,8,RB,483,1.4,NA,NA,NA,NA,NA,NA
2003,12,8,RB,533,1.7,NA,NA,NA,NA,NA,NA
2003,12,12,RB,760,5.5,NA,NA,NA,NA,NA,NA
2003,12,14,RB,690,4.5,NA,5200,NA,NA,NA,NA
2003,12,17,RB,508,1.4,NA,NA,NA,NA,NA,NA
2003,12,18,RB,640,3.7,NA,NA,NA,NA,NA,NA
2003,12,18,RB,740,4.3,NA,NA,NA,NA,NA,NA
2003,12,19,RB,775,6.1,NA,NA,NA,NA,NA,NA
2003,12,22,RB,737,5.5,NA,NA,NA,NA,NA,NA
2003,12,26,RB,508,1.6,NA,NA,NA,NA,NA,NA
2003,12,26,RB,559,3.2,NA,NA,NA,NA,NA,NA
2003,12,26,RB,622,5,NA,NA,NA,NA,NA,NA
2003,12,26,RB,800,9.5,NA,NA,NA,NA,NA,NA
2003,12,28,RB,600,1.4,NA,NA,NA,NA,NA,NA
2003,12,28,RB,630,1.8,NA,NA,NA,NA,NA,NA
2004,1,1,RB,799,5.1,NA,NA,NA,NA,NA,NA
2004,1,1,RB,792,7.5,NA,NA,NA,NA,NA,NA
2004,1,1,RB,770,6,NA,NA,NA,NA,NA,NA
2004,1,1,RB,750,6.5,NA,NA,NA,NA,NA,NA
2004,1,2,RB,790,7.5,NA,NA,NA,NA,NA,NA
2004,1,2,RB,750,6.5,NA,NA,NA,NA,NA,NA
2004,1,2,RB,560,2.4,NA,NA,NA,NA,NA,NA
2004,1,4,RB,737,6.1,NA,7067,NA,NA,NA,NA
2004,1,4,RB,540,1.8,NA,NA,NA,NA,NA,NA
2004,1,10,RB,876,10.5,NA,NA,NA,NA,NA,NA
2004,1,10,RB,610,2.7,NA,NA,NA,NA,NA,NA
2004,1,14,RB,641,3.7,NA,NA,NA,NA,NA,NA
2004,1,17,RB,560,2.4,NA,NA,NA,NA,NA,NA
2004,1,23,RB,711,5.5,NA,NA,NA,NA,NA,NA
2004,1,25,RB,750,5.1,NA,NA,NA,NA,NA,NA
2004,2,1,RB,737,5.4,NA,NA,NA,NA,NA,NA
2004,2,3,RB,680,5,NA,NA,NA,NA,NA,NA
2004,2,14,RB,690,4.5,NA,NA,NA,NA,NA,NA
2004,2,14,RB,460,1.5,NA,NA,NA,NA,NA,NA
2004,2,19,RB,790,7,NA,NA,NA,NA,NA,NA
2004,2,19,RB,460,1.6,NA,NA,NA,NA,NA,NA
2004,2,21,RB,686,4.5,NA,6028,NA,NA,NA,NA
2004,3,14,RB,826,7.3,NA,NA,NA,NA,NA,NA
2004,3,29,RB,750,5,NA,NA,NA,NA,NA,NA
2004,5,24,RB,826,10,NA,NA,NA,NA,NA,NA
2004,5,31,RB,711,5,NA,NA,NA,NA,NA,NA
2004,6,8,RB,749,5.5,NA,NA,NA,NA,NA,NA
2004,6,9,RB,762,5.5,NA,NA,NA,NA,NA,NA
2004,6,11,RB,680,4.5,NA,NA,NA,NA,NA,NA
2004,6,12,RB,870,11.4,NA,NA,NA,NA,NA,NA
2004,6,12,RB,650,2.7,NA,NA,NA,NA,NA,NA
2004,6,15,RB,560,2.1,NA,NA,NA,NA,NA,NA
2004,6,17,RB,510,1.5,NA,NA,NA,NA,NA,NA
2004,6,19,RB,889,8.6,NA,NA,NA,NA,NA,NA
2004,6,19,RB,736,4.5,NA,NA,NA,NA,NA,NA
2004,6,19,RB,645,3.4,NA,NA,NA,NA,NA,NA
2004,6,19,RB,330,0.4,NA,NA,NA,NA,NA,NA
2004,6,20,RB,880,8.2,NA,NA,NA,NA,NA,NA
2004,6,20,RB,609,3.6,NA,NA,NA,NA,NA,NA
2004,6,26,RB,660,3.6,NA,NA,NA,NA,NA,NA
2004,7,2,RB,266,0.2,NA,NA,NA,NA,NA,NA
2004,7,3,RB,740,3.6,NA,NA,NA,NA,NA,NA
2004,7,3,RB,525,1.4,NA,NA,NA,NA,NA,NA
2004,7,3,RB,250,0.2,NA,NA,NA,NA,NA,NA
2004,8,24,RB,555,2.8,NA,NA,NA,NA,NA,NA
2004,9,4,RB,660,4.3,NA,NA,NA,NA,NA,NA
2004,9,6,RB,410,0.7,NA,NA,NA,NA,NA,NA
2004,9,18,RB,505,1.1,NA,NA,NA,NA,NA,NA
2004,9,19,RB,787,6.8,NA,NA,NA,NA,NA,NA
2004,9,19,RB,686,3.6,NA,NA,NA,NA,NA,NA
2004,9,23,RB,864,6.8,NA,NA,NA,NA,NA,NA
2004,9,24,RB,711,6.4,NA,NA,NA,NA,NA,NA
2004,9,26,RB,451,1,NA,NA,NA,NA,NA,NA
2004,9,26,RB,372,0.8,NA,NA,NA,NA,NA,NA
2004,9,26,RB,314,0.4,NA,NA,NA,NA,NA,NA
2004,9,26,RB,266,0.4,NA,NA,NA,NA,NA,NA
2004,9,26,RB,256,0.1,NA,NA,NA,NA,NA,NA
2004,9,27,RB,546,2.2,NA,NA,NA,NA,NA,NA
2004,9,27,RB,457,1.5,NA,NA,NA,NA,NA,NA
2004,9,28,RB,825,8.4,NA,NA,NA,NA,NA,NA
2004,9,29,RB,250,0.2,NA,NA,NA,NA,NA,NA
2004,9,30,RB,705,4.2,NA,NA,NA,NA,NA,NA
2004,9,30,RB,310,NA,NA,NA,NA,NA,NA,NA
2004,10,1,RB,393,0.8,NA,NA,NA,NA,NA,NA
2004,10,1,RB,300,0.3,NA,NA,NA,NA,NA,NA
2004,10,1,RB,231,0.2,NA,NA,NA,NA,NA,NA
2004,10,2,RB,705,4.2,NA,NA,NA,NA,NA,NA
2004,10,2,RB,402,NA,NA,NA,NA,NA,NA,NA
2004,10,2,RB,400,NA,NA,NA,NA,NA,NA,NA
2004,10,2,RB,385,NA,NA,NA,NA,NA,NA,NA
2004,10,2,RB,376,NA,NA,NA,NA,NA,NA,NA
2004,10,2,RB,350,0.4,NA,NA,NA,NA,NA,NA
2004,10,4,RB,495,1.4,NA,NA,NA,NA,NA,NA
2004,10,4,RB,438,0.9,NA,NA,NA,NA,NA,NA
2004,10,4,RB,360,0.7,NA,NA,NA,NA,NA,NA
2004,10,4,RB,220,NA,NA,NA,NA,NA,NA,NA
2004,10,4,RB,210,NA,NA,NA,NA,NA,NA,NA
2004,10,5,RB,737,5.9,NA,NA,NA,NA,NA,NA
2004,10,5,RB,445,0.9,NA,NA,NA,NA,NA,NA
2004,10,5,RB,420,0.7,NA,NA,NA,NA,NA,NA
2004,10,5,RB,400,0.7,NA,NA,NA,NA,NA,NA
2004,10,7,RB,787,5.9,NA,NA,NA,NA,NA,NA
2004,10,7,RB,724,4.5,NA,NA,NA,NA,NA,NA
2004,10,7,RB,400,0.7,NA,NA,NA,NA,NA,NA
2004,10,9,RB,927,9.3,NA,NA,NA,NA,NA,NA
2004,10,9,RB,875,9.7,NA,NA,NA,NA,NA,NA
2004,10,9,RB,807,7.1,NA,NA,NA,NA,NA,NA
2004,10,9,RB,805,7.3,NA,5254,NA,NA,NA,NA
2004,10,9,RB,800,6.7,NA,NA,NA,NA,NA,NA
2004,10,9,RB,787,7.2,NA,NA,NA,NA,NA,NA
2004,10,9,RB,750,6.6,NA,7685,NA,NA,NA,NA
2004,10,9,RB,711,3.8,NA,NA,NA,NA,NA,NA
2004,10,9,RB,685,4.1,NA,NA,NA,NA,NA,NA
2004,10,9,RB,685,3.2,NA,NA,NA,NA,NA,NA
2004,10,9,RB,660,3.1,NA,NA,NA,NA,NA,NA
2004,10,9,RB,615,3,NA,NA,NA,NA,NA,NA
2004,10,9,RB,385,0.8,NA,NA,NA,NA,NA,NA
2004,10,10,RB,835,9,NA,9504,NA,NA,NA,NA
2004,10,10,RB,826,7.6,NA,NA,NA,NA,NA,NA
2004,10,10,RB,825,8.3,NA,NA,NA,NA,NA,NA
2004,10,10,RB,813,6.6,NA,NA,NA,NA,NA,NA
2004,10,10,RB,805,8.2,NA,8475,NA,NA,NA,NA
2004,10,10,RB,769,7.3,NA,8765,NA,NA,NA,NA
2004,10,10,RB,765,6.5,NA,NA,NA,NA,NA,NA
2004,10,10,RB,755,5.4,NA,NA,NA,NA,NA,NA
2004,10,10,RB,750,5.9,NA,NA,NA,NA,NA,NA
2004,10,10,RB,729,4.8,NA,NA,NA,NA,NA,NA
2004,10,10,RB,686,3.7,NA,NA,NA,NA,NA,NA
2004,10,10,RB,680,5,NA,NA,NA,NA,NA,NA
2004,10,10,RB,674,4.4,NA,NA,NA,NA,NA,NA
2004,10,10,RB,667,4.1,NA,NA,NA,NA,NA,NA
2004,10,10,RB,661,4.5,NA,6611,NA,NA,NA,NA
2004,10,10,RB,650,3.9,NA,NA,NA,NA,NA,NA
2004,10,10,RB,620,4.4,NA,NA,NA,NA,NA,NA
2004,10,10,RB,389,0.6,NA,NA,NA,NA,NA,NA
2004,10,11,RB,822,8.3,NA,NA,NA,NA,NA,NA
2004,10,11,RB,758,6.8,NA,7850,NA,NA,NA,NA
2004,10,12,RB,345,0.4,NA,NA,NA,NA,NA,NA
2004,10,14,RB,864,9.3,NA,10656,NA,NA,NA,NA
2004,10,15,RB,838,7.7,NA,NA,NA,NA,NA,NA
2004,10,16,RB,901,10.1,NA,NA,NA,NA,NA,NA
2004,10,16,RB,892,10.3,NA,NA,NA,NA,NA,NA
2004,10,16,RB,809,6.6,NA,NA,NA,NA,NA,NA
2004,10,16,RB,764,6.3,NA,7827,NA,NA,NA,NA
2004,10,16,RB,719,5.8,NA,NA,NA,NA,NA,NA
2004,10,16,RB,626,3.9,NA,5245,NA,NA,NA,NA
2004,10,17,RB,830,7.4,NA,NA,NA,NA,NA,NA
2004,10,17,RB,815,8.2,NA,NA,NA,NA,NA,NA
2004,10,17,RB,727,6.6,NA,NA,NA,NA,NA,NA
2004,10,17,RB,689,4.9,NA,NA,NA,NA,NA,NA
2004,10,25,RB,838,8.7,NA,10234,NA,NA,NA,NA
2004,10,27,RB,788,7.4,NA,8589,NA,NA,NA,NA
2004,10,29,RB,889,10.6,NA,11356,NA,NA,NA,NA
2004,10,29,RB,660,4.1,NA,NA,NA,NA,NA,NA
2004,10,29,RB,635,5.5,NA,6310,NA,NA,NA,NA
2004,10,29,RB,379,0.5,NA,NA,NA,NA,NA,NA
2004,10,30,RB,914,10,NA,NA,NA,NA,NA,NA
2004,10,30,RB,914,11.4,NA,NA,NA,NA,NA,NA
2004,11,4,RB,607,3.2,NA,NA,NA,NA,NA,NA
2004,11,5,RB,565,2.3,NA,NA,NA,NA,NA,NA
2004,11,6,RB,724,7.5,NA,NA,NA,NA,NA,NA
2004,11,7,RB,826,8.2,NA,NA,NA,NA,NA,NA
2004,11,7,RB,356,0.5,NA,NA,NA,NA,NA,NA
2004,11,7,RB,277,0.2,NA,NA,NA,NA,NA,NA
2004,11,8,RB,710,4.5,NA,NA,NA,NA,NA,NA
2004,11,8,RB,630,3.2,NA,NA,NA,NA,NA,NA
2004,11,12,RB,793,7.5,NA,NA,NA,NA,NA,NA
2004,11,13,RB,876,8.6,NA,NA,NA,NA,NA,NA
2004,11,13,RB,838,7.9,NA,8641,NA,NA,NA,NA
2004,11,14,RB,838,7.8,NA,8670,NA,NA,NA,NA
2004,11,14,RB,680,3.5,NA,NA,NA,NA,NA,NA
2004,11,14,RB,640,4.3,NA,NA,NA,NA,NA,NA
2004,11,18,RB,550,2.1,NA,NA,NA,NA,NA,NA
2004,11,19,RB,650,3.9,NA,NA,NA,NA,NA,NA
2004,11,19,RB,611,1.8,NA,NA,NA,NA,NA,NA
2004,11,22,RB,635,3.6,NA,NA,NA,NA,NA,NA
2004,12,25,RB,838,8.6,NA,NA,NA,NA,NA,NA
2008,5,14,RB,279,NA,NA,NA,NA,21,NA,NA
2008,5,14,RB,339,NA,NA,NA,NA,22,NA,NA
2008,5,15,RB,492,NA,NA,NA,NA,1,NA,NA
2008,5,15,RB,260,NA,NA,NA,NA,23,NA,NA
2008,5,15,RB,303,NA,NA,NA,NA,24,NA,NA
2008,5,15,RB,272,NA,NA,NA,NA,25,NA,NA
2008,5,15,RB,512,NA,NA,NA,NA,2,NA,NA
2008,5,19,RB,593,NA,NA,NA,NA,3,NA,NA
2008,5,19,RB,360,0.5,NA,NA,NA,26,NA,NA
2008,5,19,RB,371,0.6,NA,NA,NA,27,NA,NA
2008,5,19,RB,535,NA,NA,NA,NA,4,NA,NA
2008,5,19,RB,340,0.4,NA,NA,NA,28,NA,NA
2008,5,19,RB,495,1.5,NA,NA,NA,5,NA,NA
2008,5,19,RB,389,0.6,NA,NA,NA,29,NA,NA
2008,5,19,RB,379,0.5,NA,NA,NA,30,NA,NA
2008,5,21,RB,591,NA,NA,NA,NA,6,NA,NA
2008,5,23,RB,336,NA,NA,NA,NA,34,NA,NA
2008,5,23,RB,616,NA,NA,NA,NA,7,NA,NA
2008,5,23,RB,555,NA,NA,NA,NA,8,NA,NA
2008,5,24,RB,331,0.4,NA,NA,NA,35,NA,NA
2008,5,24,RB,376,0.7,NA,NA,NA,36,NA,NA
2008,5,24,RB,298,0.3,NA,NA,NA,37,NA,NA
2008,5,25,RB,415,0.7,NA,NA,NA,38,NA,NA
2008,5,25,RB,341,NA,NA,NA,NA,39,NA,NA
2008,5,28,RB,571,NA,NA,NA,NA,9,NA,NA
2008,5,28,RB,333,0.3,NA,NA,NA,40,NA,NA
2008,5,30,RB,648,NA,NA,NA,NA,10,NA,NA
2008,5,30,RB,600,NA,NA,NA,NA,11,NA,NA
2008,5,30,RB,672,NA,NA,NA,NA,12,NA,NA
2008,5,30,RB,720,5.1,NA,NA,NA,13,NA,NA
2008,5,30,RB,353,0.5,NA,NA,NA,41,NA,NA
2008,5,30,RB,250,NA,NA,NA,NA,65,NA,NA
2008,5,30,RB,300,NA,NA,NA,NA,66,NA,NA
2008,5,31,RB,545,1.6,NA,NA,NA,14,NA,NA
2008,5,31,RB,278,0.2,NA,NA,NA,42,NA,NA
2008,5,31,RB,285,0.2,NA,NA,NA,43,NA,NA
2008,6,1,RB,642,2.8,NA,NA,NA,44,NA,NA
2008,6,1,RB,695,4.1,NA,NA,NA,15,NA,NA
2008,6,1,RB,341,NA,NA,NA,NA,45,NA,NA
2008,6,1,RB,635,NA,NA,NA,NA,16,NA,NA
2008,6,5,RB,301,NA,NA,NA,NA,51,NA,NA
2008,6,5,RB,300,NA,NA,NA,NA,46,NA,NA
2008,6,5,RB,395,NA,NA,NA,NA,50,NA,NA
2008,6,6,RB,329,NA,NA,NA,NA,53,NA,NA
2008,6,6,RB,561,NA,NA,NA,NA,17,NA,NA
2008,6,8,RB,353,NA,NA,NA,NA,52,NA,NA
2008,6,9,RB,600,NA,NA,NA,NA,18,NA,NA
2008,6,9,RB,317,NA,NA,NA,NA,54,NA,NA
2008,6,19,RB,372,NA,NA,NA,NA,55,NA,NA
2008,6,19,RB,431,NA,NA,NA,NA,56,NA,NA
2008,6,19,RB,342,NA,NA,NA,NA,57,NA,NA
2008,6,19,RB,675,4.1,NA,NA,NA,19,NA,NA
2008,6,19,RB,343,NA,NA,NA,NA,58,NA,NA
2008,6,24,RB,345,0.4,NA,NA,NA,59,NA,NA
2008,6,26,RB,643,NA,NA,NA,NA,61,NA,NA
2008,6,26,RB,290,NA,NA,NA,NA,60,NA,NA
2008,7,6,RB,351,0.4,NA,NA,NA,62,NA,NA
2008,7,6,RB,272,NA,NA,NA,NA,63,NA,NA
2008,7,6,RB,534,NA,NA,NA,NA,20,NA,NA
2009,4,30,RB,376,0.4,NA,NA,NA,93,NA,NA
2009,4,30,RB,407,0.5,NA,NA,NA,94,NA,NA
2009,4,30,RB,436,0.8,NA,NA,NA,95,NA,NA
2009,5,2,RB,621,2.7,female,NA,NA,97,NA,NA
2009,5,2,RB,510,1.5,female,NA,NA,98,NA,NA
2009,5,2,RB,598,2.7,female,NA,NA,99,NA,NA
2009,5,2,RB,582,2.3,female,NA,NA,96,NA,NA
2009,5,3,RB,650,3.5,female,NA,NA,107,NA,NA
2009,5,3,RB,441,0.9,female,NA,NA,105,NA,NA
2009,5,3,RB,400,0.6,female,NA,NA,101,NA,NA
2009,5,3,RB,251,0.2,female,NA,NA,102,NA,NA
2009,5,3,RB,514,1.5,female,NA,NA,106,NA,NA
2009,5,3,RB,458,0.9,female,NA,NA,103,NA,NA
2009,5,4,RB,657,3.5,female,NA,NA,109,NA,NA
2009,5,4,RB,608,2.5,female,NA,NA,110,NA,NA
2009,5,4,RB,475,1.3,female,NA,NA,113,NA,NA
2009,5,4,RB,721,4.5,female,NA,NA,111,NA,NA
2009,5,4,RB,708,4.9,female,NA,NA,112,NA,NA
2009,5,6,RB,615,2.6,female,NA,NA,123,NA,NA
2009,5,6,RB,375,0.5,female,NA,NA,116,NA,NA
2009,5,6,RB,345,0.4,female,NA,NA,124,NA,NA
2009,5,6,RB,403,0.5,female,NA,NA,120,NA,NA
2009,5,6,RB,644,3.5,female,NA,NA,125,NA,NA
2009,5,6,RB,745,5,female,NA,NA,118,NA,NA
2009,5,6,RB,712,4.6,female,NA,NA,115,NA,NA
2009,5,6,RB,534,1.8,female,NA,NA,121,NA,NA
2009,5,6,RB,350,0.6,female,NA,NA,122,NA,NA
2009,5,6,RB,601,3,female,NA,NA,117,NA,NA
2009,5,6,RB,340,0.3,female,NA,NA,119,NA,NA
2009,5,7,RB,610,2.3,female,NA,NA,131,NA,NA
2009,5,7,RB,461,0.9,female,NA,NA,127,NA,NA
2009,5,7,RB,386,0.6,female,NA,NA,126,NA,NA
2009,5,7,RB,314,0.3,female,NA,NA,130,NA,NA
2009,5,7,RB,371,0.6,female,NA,NA,128,NA,NA
2009,5,7,RB,250,NA,female,NA,NA,132,NA,NA
2009,5,8,RB,429,0.8,female,NA,NA,135,NA,NA
2009,5,8,RB,355,NA,female,NA,NA,134,NA,NA
2009,5,8,RB,539,1.8,female,NA,NA,136,NA,NA
2009,5,8,RB,270,NA,female,NA,NA,138,NA,NA
2009,5,8,RB,320,NA,female,NA,NA,139,NA,NA
2009,5,20,RB,432,0.9,female,NA,NA,140,NA,NA
2009,5,21,RB,738,6.4,female,NA,NA,145,NA,NA
2009,5,21,RB,598,2.6,female,NA,NA,142,NA,NA
2009,5,21,RB,559,2.2,female,NA,NA,144,NA,NA
2009,5,22,RB,617,2.5,female,NA,NA,146,NA,NA
2009,5,22,RB,373,0.6,female,NA,NA,147,NA,NA
2009,5,26,RB,616,2.5,female,NA,NA,149,NA,NA
2009,5,26,RB,457,1,female,NA,NA,150,NA,NA
2009,5,26,RB,660,3.9,female,NA,NA,151,NA,NA
2009,5,27,RB,735,5.3,female,NA,NA,158,NA,NA
2009,5,27,RB,615,3.5,female,NA,NA,154,NA,NA
2009,5,27,RB,374,0.5,female,NA,NA,156,NA,NA
2009,5,27,RB,731,5.1,female,NA,NA,152,NA,NA
2009,5,27,RB,709,5.1,female,NA,NA,157,NA,NA
2009,5,28,RB,428,0.7,female,NA,NA,159,NA,NA
2009,6,8,RB,530,1.6,female,NA,NA,163,NA,NA
2009,6,8,RB,440,0.9,female,NA,NA,164,NA,NA
2009,6,19,RB,625,3.3,female,NA,NA,172,NA,NA
2009,6,19,RB,624,2.5,female,NA,NA,171,NA,NA
2009,10,22,RB,705,5,female,NA,NA,173,NA,NA
2009,10,22,RB,435,0.8,female,NA,NA,174,NA,NA
2009,10,23,RB,713,5.1,female,NA,NA,177,NA,NA
2009,10,23,RB,650,2.5,female,NA,NA,178,NA,NA
2009,10,29,RB,421,0.8,female,NA,NA,182,NA,NA
2009,10,29,RB,652,3.4,female,NA,NA,181,NA,NA
2009,10,29,RB,627,3.3,female,NA,NA,180,NA,NA
2009,11,3,RB,537,1.9,female,NA,NA,186,NA,NA
2009,11,3,RB,466,0.9,female,NA,NA,185,NA,NA
2009,11,3,RB,620,3,female,NA,NA,187,NA,NA
2009,11,3,RB,439,0.8,female,NA,NA,183,NA,NA
2009,11,5,RB,470,NA,female,NA,NA,188,NA,NA
2009,11,11,RB,485,NA,female,NA,NA,190,NA,NA
2009,11,19,RB,585,2.7,female,NA,NA,193,NA,NA
2009,11,19,RB,597,3.4,female,NA,NA,194,NA,NA
2009,11,19,RB,732,5.5,female,NA,NA,195,NA,NA
2009,12,17,RB,650,2.5,female,NA,NA,199,NA,NA
2009,12,17,RB,450,NA,female,NA,NA,200,NA,NA
2010,4,7,RB,703,4.5,female,NA,NA,201,NA,NA
2010,4,7,RB,665,3.5,female,NA,NA,202,NA,NA
2010,4,15,RB,666,4.2,female,NA,NA,205,NA,NA
2010,4,15,RB,690,4.4,female,NA,NA,206,NA,NA
2010,4,20,RB,630,3.5,female,NA,NA,209,NA,NA
2010,4,20,RB,551,1.8,female,NA,NA,211,NA,NA
2010,4,20,RB,511,1.8,female,NA,NA,212,NA,NA
2010,4,20,RB,385,NA,female,NA,NA,210,NA,NA
2010,4,21,RB,411,0.6,female,NA,NA,215,NA,NA
2010,4,21,RB,412,0.6,female,NA,NA,216,NA,NA
2010,4,23,RB,500,1.4,female,NA,NA,218,NA,NA
2010,4,25,RB,482,1.3,female,NA,NA,222,NA,NA
2010,4,25,RB,365,0.7,female,NA,NA,221,NA,NA
2010,4,27,RB,498,1.2,female,NA,NA,223,NA,NA
