,Year,Month,Day,Species,Length,Weight,Sex,Fecundity,Location,SampleID,Source
1106,1966,10,9,RB,820,6.6,NA,NA,NA,920,NA
1107,1966,10,9,RB,690,5,NA,NA,NA,956,NA
1108,1966,10,11,RB,435,0.8,NA,NA,NA,434,NA
1109,1966,10,11,RB,460,1,NA,NA,NA,972,NA
1110,1966,10,12,RB,930,11,NA,NA,NA,945,NA
1111,1966,10,12,RB,760,5.6,NA,NA,NA,949,NA
1112,1966,10,13,RB,510,1.6,NA,NA,NA,966,NA
1113,1966,10,13,RB,680,4.1,NA,NA,NA,968,NA
1114,1966,10,13,RB,780,7.3,NA,NA,NA,984,NA
1115,1966,10,13,RB,730,4.2,NA,NA,NA,954,NA
1116,1966,10,13,RB,710,4.5,NA,NA,NA,977,NA
1117,1966,10,13,RB,440,0.7,NA,NA,NA,981,NA
1118,1966,10,13,RB,780,6.3,NA,NA,NA,984,NA
1119,1966,10,14,RB,630,2.5,NA,NA,NA,932,NA
1120,1966,10,14,RB,520,1.4,NA,NA,NA,950,NA
1121,1966,10,14,RB,460,1,NA,NA,NA,985,NA
1122,1966,10,15,RB,560,2.2,NA,NA,NA,943,NA
1123,1966,10,15,RB,580,2.5,NA,NA,NA,978,NA
1124,1966,10,15,RB,690,4,NA,NA,NA,980,NA
1125,1966,10,16,RB,570,2,NA,NA,NA,992,NA
1126,1966,10,16,RB,570,2.2,NA,NA,NA,987,NA
1127,1966,10,16,RB,530,1.3,NA,NA,NA,937,NA
1128,1966,10,16,RB,530,1.5,NA,NA,NA,942,NA
1129,1966,10,16,RB,580,2.1,NA,NA,NA,996,NA
1130,1966,10,16,RB,610,3,NA,NA,NA,940,NA
1131,1966,10,16,RB,630,3,NA,NA,NA,967,NA
1132,1966,10,16,RB,370,0.5,NA,NA,NA,924,NA
1133,1966,10,16,RB,370,0.5,NA,NA,NA,924,NA
1134,1966,10,16,RB,280,0.2,NA,NA,NA,935,NA
1135,1966,10,16,RB,270,0.2,NA,NA,NA,935,NA
1136,1966,10,16,RB,380,0.5,NA,NA,NA,936,NA
1137,1966,10,16,RB,530,1.3,NA,NA,NA,937,NA
1138,1966,10,16,RB,530,1.5,NA,NA,NA,942,NA
1139,1966,10,16,RB,600,1.4,NA,NA,NA,953,NA
1140,1966,10,16,RB,600,1.4,NA,NA,NA,953,NA
1141,1966,10,16,RB,820,7.5,NA,NA,NA,955,NA
1142,1966,10,16,RB,720,5,NA,NA,NA,957,NA
1143,1966,10,16,RB,820,7.3,NA,NA,NA,958,NA
1144,1966,10,16,RB,400,0.6,NA,NA,NA,963,NA
1145,1966,10,16,RB,400,0.6,NA,NA,NA,963,NA
1146,1966,10,16,RB,600,2.5,NA,NA,NA,989,NA
1147,1966,10,16,RB,330,0.4,NA,NA,NA,995,NA
1148,1966,10,16,RB,330,0.4,NA,NA,NA,995,NA
1149,1966,10,17,RB,600,2.7,NA,NA,NA,933,NA
1150,1966,10,17,RB,520,1.8,NA,NA,NA,941,NA
1151,1966,10,17,RB,680,3.8,NA,NA,NA,979,NA
1152,1966,10,17,RB,520,1.5,NA,NA,NA,990,NA
1153,1966,10,18,RB,760,5.2,NA,NA,NA,922,NA
1154,1966,10,18,RB,760,5.6,NA,NA,NA,961,NA
1155,1966,10,19,RB,570,2.3,NA,NA,NA,931,NA
1156,1966,10,20,RB,950,7.7,NA,NA,NA,915,NA
1157,1966,10,20,RB,790,6.4,NA,NA,NA,918,NA
1158,1966,10,20,RB,570,2.6,NA,NA,NA,948,NA
1159,1966,10,21,RB,690,3.8,NA,NA,NA,912,NA
1160,1966,10,23,RB,460,1.3,NA,NA,NA,969,NA
1161,1966,10,23,RB,610,3.1,NA,NA,NA,914,NA
1162,1966,10,23,RB,790,8.1,NA,NA,NA,997,NA
1163,1966,10,23,RB,750,5.3,NA,NA,NA,901,NA
1164,1966,10,23,RB,320,0.4,NA,NA,NA,902,NA
1165,1966,10,23,RB,490,1.1,NA,NA,NA,911,NA
1166,1966,10,23,RB,480,1.2,NA,NA,NA,916,NA
1167,1966,10,23,RB,530,1.6,NA,NA,NA,927,NA
1168,1966,10,23,RB,500,1.5,NA,NA,NA,934,NA
1169,1966,10,23,RB,470,1.1,NA,NA,NA,947,NA
1170,1966,10,23,RB,490,1,NA,NA,NA,976,NA
1171,1966,10,23,RB,430,0.9,NA,NA,NA,991,NA
1172,1966,10,24,RB,390,0.7,NA,NA,NA,906,NA
1173,1966,10,24,RB,700,4.5,NA,NA,NA,930,NA
1174,1966,10,24,RB,530,1.4,NA,NA,NA,948,NA
1175,1966,10,26,RB,550,1.6,NA,NA,NA,960,NA
1176,1966,10,27,RB,730,5,NA,NA,NA,939,NA
1177,1966,10,27,RB,830,8.3,NA,NA,NA,948,NA
1178,1966,10,28,RB,750,5.5,NA,NA,NA,983,NA
1179,1966,10,29,RB,750,5.7,NA,NA,NA,996,NA
1180,1966,10,31,RB,720,4.1,NA,NA,NA,964,NA
1181,1966,11,1,RB,590,2.7,NA,NA,NA,970,NA
1182,1966,11,2,RB,660,3.9,NA,NA,NA,934,NA
1183,1966,11,2,RB,770,6.6,NA,NA,NA,993,NA
1184,1966,11,5,RB,810,6.9,NA,NA,NA,930,NA
1185,1966,11,6,RB,390,0.5,NA,NA,NA,910,NA
1186,1966,11,7,RB,770,5,NA,NA,NA,910,NA
1187,1966,11,9,RB,580,2.7,NA,NA,NA,1198,NA
1188,1966,11,9,RB,810,6.4,NA,NA,NA,NA,NA
1189,1966,11,11,RB,800,6.5,NA,NA,NA,1062,NA
1190,1966,11,11,RB,570,2.7,NA,NA,NA,NA,NA
1191,1966,11,11,RB,830,7.2,NA,NA,NA,NA,NA
1192,1966,11,18,RB,510,1.1,NA,NA,NA,1064,NA
1193,1966,11,19,RB,790,5.1,NA,NA,NA,1066,NA
1194,1966,11,19,RB,700,4,NA,NA,NA,1118,NA
1195,1966,11,20,RB,780,5.7,NA,NA,NA,1074,NA
1196,1966,11,23,RB,600,2.5,NA,NA,NA,1110,NA
1197,1966,11,25,RB,700,4.8,NA,NA,NA,1120,NA
1198,1966,11,26,RB,900,9.3,NA,NA,NA,1028,NA
1199,1966,11,26,RB,750,5.5,NA,NA,NA,1031,NA
1200,1966,11,26,RB,680,4.9,NA,NA,NA,1038,NA
1201,1966,11,27,RB,610,2.7,NA,NA,NA,1145,NA
1202,1966,11,28,RB,740,4.7,NA,NA,NA,1055,NA
1203,1966,12,3,RB,780,8.2,NA,NA,NA,1000,NA
1204,1966,12,3,RB,580,2.3,NA,NA,NA,1001,NA
1205,1966,12,4,RB,740,3.3,NA,NA,NA,1097,NA
1206,1966,12,9,RB,510,1.4,NA,NA,NA,NA,NA
1207,1966,12,14,RB,600,2.8,NA,NA,NA,1112,NA
1208,1966,12,19,RB,700,4.8,NA,NA,NA,1029,NA
1209,1966,12,26,RB,740,3.6,NA,NA,NA,515,NA
1210,1966,12,26,RB,607,3,NA,NA,NA,517,NA
1211,1966,12,26,RB,570,2,NA,NA,NA,1078,NA
1212,1978,1,23,RB,870,8.6,NA,NA,NA,NA,NA
1213,1978,1,23,RB,610,3.4,NA,NA,NA,NA,NA
1214,1978,11,4,RB,838,5.9,NA,NA,NA,NA,NA
1215,1979,11,5,RB,739,4.6,NA,NA,NA,NA,NA
1216,1979,12,5,RB,838,7.6,NA,NA,NA,NA,NA
1217,1979,12,6,RB,806,7,NA,NA,NA,NA,NA
1218,1979,12,9,RB,749,7.3,NA,NA,NA,NA,NA
1219,1979,12,9,RB,762,7.1,NA,NA,NA,NA,NA
1220,1979,12,12,RB,686,4.1,NA,NA,NA,NA,NA
1221,1979,12,23,RB,698,4.9,NA,NA,NA,NA,NA
1222,1980,2,9,RB,0,6.4,NA,NA,NA,NA,NA
1223,1988,5,7,RB,838,8.9,NA,NA,NA,NA,NA
1224,1988,5,11,RB,813,5.3,NA,NA,NA,NA,NA
1225,1988,5,28,RB,749,5.6,NA,NA,NA,NA,NA
1226,1988,6,4,RB,775,5.9,NA,NA,NA,NA,NA
1227,1988,10,4,RB,743,5.5,NA,NA,NA,NA,NA
1228,1988,10,7,RB,838,8.4,NA,NA,NA,NA,NA
1229,1988,11,12,RB,832,8.4,NA,NA,NA,NA,NA
1230,1988,11,12,RB,876,8.6,NA,NA,NA,NA,NA
1231,1988,11,12,RB,762,6,NA,NA,NA,NA,NA
1232,1988,11,12,RB,737,5.9,NA,NA,NA,NA,NA
1233,1988,11,13,RB,851,8.2,NA,NA,NA,NA,NA
1234,1988,11,15,RB,813,7.3,NA,NA,NA,NA,NA
1235,1988,11,15,RB,813,7.3,NA,NA,NA,NA,NA
1236,1988,11,15,RB,864,NA,NA,NA,NA,NA,NA
1237,1988,11,17,RB,686,3.6,NA,NA,NA,NA,NA
1238,1988,11,20,RB,660,3.9,NA,NA,NA,NA,NA
1239,1988,11,21,RB,650,4.3,NA,NA,NA,NA,NA
1240,1988,11,22,RB,667,3.9,NA,NA,NA,NA,NA
1241,1988,11,22,RB,749,5.1,NA,NA,NA,NA,NA
1242,1988,11,22,RB,792,3.6,NA,NA,NA,NA,NA
1243,1988,11,25,RB,673,4.8,NA,NA,NA,NA,NA
1244,1988,11,26,RB,629,3.4,NA,NA,NA,NA,NA
1245,1988,12,4,RB,864,8.2,NA,NA,NA,NA,NA
1246,1988,12,17,RB,660,6.8,NA,NA,NA,NA,NA
1247,1988,12,19,RB,813,6.8,NA,NA,NA,NA,NA
1248,1989,1,6,RB,650,5,NA,NA,NA,NA,NA
1249,1989,1,7,RB,640,3.5,NA,NA,NA,NA,NA
1250,1989,3,7,RB,760,7.3,NA,NA,NA,NA,NA
1251,1989,3,25,RB,720,3.6,NA,NA,NA,NA,NA
1252,1989,3,25,RB,770,5,NA,NA,NA,NA,NA
1253,1989,4,30,RB,386,1.5,NA,NA,NA,NA,NA
1254,1989,5,1,RB,860,8.6,NA,NA,NA,NA,NA
1255,1989,5,11,RB,813,5.3,NA,NA,NA,NA,NA
1256,1989,5,11,RB,850,8.6,NA,NA,NA,NA,NA
1257,1989,5,22,RB,0,5.5,NA,NA,NA,NA,NA
1258,1989,5,24,RB,825,7.3,NA,NA,NA,NA,NA
1259,1989,5,24,RB,698,4.6,NA,NA,NA,NA,NA
1260,1989,5,24,RB,712,6.4,NA,NA,NA,NA,NA
1261,1989,6,4,RB,775,5.9,NA,NA,NA,NA,NA
1262,1989,6,5,RB,584,2,NA,NA,NA,NA,NA
1263,1989,9,14,RB,737,5.5,NA,NA,NA,NA,NA
1264,1989,10,4,RB,743,5.5,NA,NA,NA,NA,NA
1265,1989,10,5,RB,572,1.8,NA,NA,NA,NA,NA
1266,1989,10,9,RB,876,9.7,NA,NA,NA,NA,NA
1267,1989,10,11,RB,787,6.6,NA,NA,NA,NA,NA
1268,1989,10,13,RB,914,9.3,NA,NA,NA,NA,NA
1269,1989,10,18,RB,711,5.3,NA,NA,NA,NA,NA
1270,1989,10,15,RB,650,4.2,NA,NA,NA,NA,NA
1271,1989,10,18,RB,660,3.6,NA,NA,NA,NA,NA
1272,1989,10,21,RB,662,4.8,NA,NA,NA,NA,NA
1273,1989,10,21,RB,756,7.3,NA,NA,NA,NA,NA
1274,1989,10,28,RB,660,4.5,NA,NA,NA,NA,NA
1275,1989,11,1,RB,835,8.5,NA,NA,NA,NA,NA
1276,1989,11,4,RB,692,5.5,NA,NA,NA,NA,NA
1277,1989,11,4,RB,667,3.1,NA,NA,NA,NA,NA
1278,1989,11,8,RB,864,7.6,NA,NA,NA,NA,NA
1279,1989,11,9,RB,813,NA,NA,NA,NA,NA,NA
1280,1989,11,11,RB,730,5.5,NA,NA,NA,NA,NA
1281,1989,11,11,RB,660,3.6,NA,NA,NA,NA,NA
1282,1989,11,15,RB,699,4.3,NA,NA,NA,NA,NA
1283,1989,11,18,RB,718,4.5,NA,NA,NA,NA,NA
1284,1989,11,23,RB,826,8.4,NA,NA,NA,NA,NA
1285,1989,11,24,RB,800,6.8,NA,NA,NA,NA,NA
1286,1990,10,19,RB,432,0.8,NA,NA,NA,NA,NA
1287,1991,10,9,RB,826,8.4,NA,NA,NA,NA,NA
1288,1991,10,11,RB,826,6.8,NA,NA,NA,NA,NA
1289,1991,11,15,RB,838,8.2,NA,NA,NA,NA,NA
1290,1991,11,18,RB,940,10,NA,NA,NA,NA,NA
1291,1991,11,25,RB,699,4.2,NA,NA,NA,NA,NA
1292,1991,11,25,RB,699,3.4,NA,NA,NA,NA,NA
1293,1992,1,18,RB,0,6.8,NA,NA,NA,NA,NA
1294,2003,10,14,RB,838,6.7,NA,7107,NA,NA,NA
1295,2003,11,4,RB,640,5.3,NA,6645,NA,NA,NA
1296,2003,11,5,RB,430,1.4,NA,NA,NA,NA,NA
1297,2003,11,8,RB,810,6.5,NA,NA,NA,NA,NA
1298,2003,11,8,RB,820,7.1,NA,NA,NA,NA,NA
1299,2003,11,8,RB,880,8.2,NA,NA,NA,NA,NA
1300,2003,11,8,RB,914,9.2,NA,NA,NA,NA,NA
1301,2003,11,9,RB,860,8.1,NA,NA,NA,NA,NA
1302,2003,11,9,RB,864,7.5,NA,NA,NA,NA,NA
1303,2003,11,18,RB,464,1.4,NA,NA,NA,NA,NA
1304,2003,11,19,RB,800,6.4,NA,NA,NA,NA,NA
1305,2003,11,20,RB,790,6.5,NA,NA,NA,NA,NA
1306,2003,11,21,RB,428,1.6,NA,NA,NA,NA,NA
1307,2003,11,22,RB,762,7.3,NA,NA,NA,NA,NA
1308,2003,11,27,RB,673,4.5,NA,NA,NA,NA,NA
1309,2003,11,27,RB,724,5.9,NA,NA,NA,NA,NA
1310,2003,11,30,RB,495,1.8,NA,NA,NA,NA,NA
1311,2003,11,30,RB,660,4.5,NA,NA,NA,NA,NA
1312,2003,11,30,RB,686,5.7,NA,NA,NA,NA,NA
1313,2003,11,30,RB,711,6.6,NA,6752,NA,NA,NA
1314,2003,12,8,RB,483,1.4,NA,NA,NA,NA,NA
1315,2003,12,8,RB,533,1.7,NA,NA,NA,NA,NA
1316,2003,12,12,RB,760,5.5,NA,NA,NA,NA,NA
1317,2003,12,14,RB,690,4.5,NA,5200,NA,NA,NA
1318,2003,12,17,RB,508,1.4,NA,NA,NA,NA,NA
1319,2003,12,18,RB,640,3.7,NA,NA,NA,NA,NA
1320,2003,12,18,RB,740,4.3,NA,NA,NA,NA,NA
1321,2003,12,19,RB,775,6.1,NA,NA,NA,NA,NA
1322,2003,12,22,RB,737,5.5,NA,NA,NA,NA,NA
1323,2003,12,26,RB,508,1.6,NA,NA,NA,NA,NA
1324,2003,12,26,RB,559,3.2,NA,NA,NA,NA,NA
1325,2003,12,26,RB,622,5,NA,NA,NA,NA,NA
1326,2003,12,26,RB,800,9.5,NA,NA,NA,NA,NA
1327,2003,12,28,RB,600,1.4,NA,NA,NA,NA,NA
1328,2003,12,28,RB,630,1.8,NA,NA,NA,NA,NA
1329,2004,1,1,RB,799,5.1,NA,NA,NA,NA,NA
1330,2004,1,1,RB,792,7.5,NA,NA,NA,NA,NA
1331,2004,1,1,RB,770,6,NA,NA,NA,NA,NA
1332,2004,1,1,RB,750,6.5,NA,NA,NA,NA,NA
1333,2004,1,2,RB,790,7.5,NA,NA,NA,NA,NA
1334,2004,1,2,RB,750,6.5,NA,NA,NA,NA,NA
1335,2004,1,2,RB,560,2.4,NA,NA,NA,NA,NA
1336,2004,1,4,RB,737,6.1,NA,7067,NA,NA,NA
1337,2004,1,4,RB,540,1.8,NA,NA,NA,NA,NA
1338,2004,1,10,RB,876,10.5,NA,NA,NA,NA,NA
1339,2004,1,10,RB,610,2.7,NA,NA,NA,NA,NA
1340,2004,1,14,RB,641,3.7,NA,NA,NA,NA,NA
1341,2004,1,17,RB,560,2.4,NA,NA,NA,NA,NA
1342,2004,1,23,RB,711,5.5,NA,NA,NA,NA,NA
1343,2004,1,25,RB,750,5.1,NA,NA,NA,NA,NA
1344,2004,2,1,RB,737,5.4,NA,NA,NA,NA,NA
1345,2004,2,1,RB,0,3.5,NA,NA,NA,NA,NA
1346,2004,2,3,RB,680,5,NA,NA,NA,NA,NA
1347,2004,2,14,RB,690,4.5,NA,NA,NA,NA,NA
1348,2004,2,14,RB,460,1.5,NA,NA,NA,NA,NA
1349,2004,2,19,RB,790,7,NA,NA,NA,NA,NA
1350,2004,2,19,RB,460,1.6,NA,NA,NA,NA,NA
1351,2004,2,21,RB,686,4.5,NA,6028,NA,NA,NA
1352,2004,3,14,RB,826,7.3,NA,NA,NA,NA,NA
1353,2004,3,29,RB,750,5,NA,NA,NA,NA,NA
1354,2004,5,24,RB,826,10,NA,NA,NA,NA,NA
1355,2004,5,31,RB,711,5,NA,NA,NA,NA,NA
1356,2004,6,8,RB,749,5.5,NA,NA,NA,NA,NA
1357,2004,6,9,RB,762,5.5,NA,NA,NA,NA,NA
1358,2004,6,11,RB,680,4.5,NA,NA,NA,NA,NA
1359,2004,6,12,RB,870,11.4,NA,NA,NA,NA,NA
1360,2004,6,12,RB,650,2.7,NA,NA,NA,NA,NA
1361,2004,6,15,RB,560,2.1,NA,NA,NA,NA,NA
1362,2004,6,17,RB,510,1.5,NA,NA,NA,NA,NA
1363,2004,6,19,RB,889,8.6,NA,NA,NA,NA,NA
1364,2004,6,19,RB,736,4.5,NA,NA,NA,NA,NA
1365,2004,6,19,RB,645,3.4,NA,NA,NA,NA,NA
1366,2004,6,19,RB,330,0.4,NA,NA,NA,NA,NA
1367,2004,6,20,RB,880,8.2,NA,NA,NA,NA,NA
1368,2004,6,20,RB,609,3.6,NA,NA,NA,NA,NA
1369,2004,6,26,RB,660,3.6,NA,NA,NA,NA,NA
1370,2004,7,2,RB,266,0.2,NA,NA,NA,NA,NA
1371,2004,7,3,RB,740,3.6,NA,NA,NA,NA,NA
1372,2004,7,3,RB,525,1.4,NA,NA,NA,NA,NA
1373,2004,7,3,RB,250,0.2,NA,NA,NA,NA,NA
1374,2004,8,24,RB,555,2.8,NA,NA,NA,NA,NA
1375,2004,9,4,RB,660,4.3,NA,NA,NA,NA,NA
1376,2004,9,6,RB,410,0.7,NA,NA,NA,NA,NA
1377,2004,9,18,RB,505,1.1,NA,NA,NA,NA,NA
1378,2004,9,19,RB,787,6.8,NA,NA,NA,NA,NA
1379,2004,9,19,RB,686,3.6,NA,NA,NA,NA,NA
1380,2004,9,23,RB,864,6.8,NA,NA,NA,NA,NA
1381,2004,9,24,RB,711,6.4,NA,NA,NA,NA,NA
1382,2004,9,26,RB,451,1,NA,NA,NA,NA,NA
1383,2004,9,26,RB,372,0.8,NA,NA,NA,NA,NA
1384,2004,9,26,RB,314,0.4,NA,NA,NA,NA,NA
1385,2004,9,26,RB,266,0.4,NA,NA,NA,NA,NA
1386,2004,9,26,RB,256,0.1,NA,NA,NA,NA,NA
1387,2004,9,27,RB,546,2.2,NA,NA,NA,NA,NA
1388,2004,9,27,RB,457,1.5,NA,NA,NA,NA,NA
1389,2004,9,28,RB,825,8.4,NA,NA,NA,NA,NA
1390,2004,9,29,RB,250,0.2,NA,NA,NA,NA,NA
1391,2004,9,30,RB,705,4.2,NA,NA,NA,NA,NA
1392,2004,9,30,RB,310,NA,NA,NA,NA,NA,NA
1393,2004,10,1,RB,393,0.8,NA,NA,NA,NA,NA
1394,2004,10,1,RB,300,0.3,NA,NA,NA,NA,NA
1395,2004,10,1,RB,231,0.2,NA,NA,NA,NA,NA
1396,2004,10,2,RB,705,4.2,NA,NA,NA,NA,NA
1397,2004,10,2,RB,402,NA,NA,NA,NA,NA,NA
1398,2004,10,2,RB,400,NA,NA,NA,NA,NA,NA
1399,2004,10,2,RB,385,NA,NA,NA,NA,NA,NA
1400,2004,10,2,RB,376,NA,NA,NA,NA,NA,NA
1401,2004,10,2,RB,350,0.4,NA,NA,NA,NA,NA
1402,2004,10,4,RB,495,1.4,NA,NA,NA,NA,NA
1403,2004,10,4,RB,438,0.9,NA,NA,NA,NA,NA
1404,2004,10,4,RB,360,0.7,NA,NA,NA,NA,NA
1405,2004,10,4,RB,220,NA,NA,NA,NA,NA,NA
1406,2004,10,4,RB,210,NA,NA,NA,NA,NA,NA
1407,2004,10,5,RB,737,5.9,NA,NA,NA,NA,NA
1408,2004,10,5,RB,445,0.9,NA,NA,NA,NA,NA
1409,2004,10,5,RB,420,0.7,NA,NA,NA,NA,NA
1410,2004,10,5,RB,400,0.7,NA,NA,NA,NA,NA
1411,2004,10,7,RB,787,5.9,NA,NA,NA,NA,NA
1412,2004,10,7,RB,724,4.5,NA,NA,NA,NA,NA
1413,2004,10,7,RB,400,0.7,NA,NA,NA,NA,NA
1414,2004,10,7,RB,0,3.6,NA,NA,NA,NA,NA
1415,2004,10,9,RB,927,9.3,NA,NA,NA,NA,NA
1416,2004,10,9,RB,875,9.7,NA,NA,NA,NA,NA
1417,2004,10,9,RB,807,7.1,NA,NA,NA,NA,NA
1418,2004,10,9,RB,805,7.3,NA,5254,NA,NA,NA
1419,2004,10,9,RB,800,6.7,NA,NA,NA,NA,NA
1420,2004,10,9,RB,787,7.2,NA,NA,NA,NA,NA
1421,2004,10,9,RB,750,6.6,NA,7685,NA,NA,NA
1422,2004,10,9,RB,711,3.8,NA,NA,NA,NA,NA
1423,2004,10,9,RB,685,4.1,NA,NA,NA,NA,NA
1424,2004,10,9,RB,685,3.2,NA,NA,NA,NA,NA
1425,2004,10,9,RB,660,3.1,NA,NA,NA,NA,NA
1426,2004,10,9,RB,615,3,NA,NA,NA,NA,NA
1427,2004,10,9,RB,385,0.8,NA,NA,NA,NA,NA
1428,2004,10,10,RB,835,9,NA,9504,NA,NA,NA
1429,2004,10,10,RB,826,7.6,NA,NA,NA,NA,NA
1430,2004,10,10,RB,825,8.3,NA,NA,NA,NA,NA
1431,2004,10,10,RB,813,6.6,NA,NA,NA,NA,NA
1432,2004,10,10,RB,805,8.2,NA,8475,NA,NA,NA
1433,2004,10,10,RB,769,7.3,NA,8765,NA,NA,NA
1434,2004,10,10,RB,765,6.5,NA,NA,NA,NA,NA
1435,2004,10,10,RB,755,5.4,NA,NA,NA,NA,NA
1436,2004,10,10,RB,750,5.9,NA,NA,NA,NA,NA
1437,2004,10,10,RB,729,4.8,NA,NA,NA,NA,NA
1438,2004,10,10,RB,686,3.7,NA,NA,NA,NA,NA
1439,2004,10,10,RB,680,5,NA,NA,NA,NA,NA
1440,2004,10,10,RB,674,4.4,NA,NA,NA,NA,NA
1441,2004,10,10,RB,667,4.1,NA,NA,NA,NA,NA
1442,2004,10,10,RB,661,4.5,NA,6611,NA,NA,NA
1443,2004,10,10,RB,650,3.9,NA,NA,NA,NA,NA
1444,2004,10,10,RB,620,4.4,NA,NA,NA,NA,NA
1445,2004,10,10,RB,389,0.6,NA,NA,NA,NA,NA
1446,2004,10,11,RB,822,8.3,NA,NA,NA,NA,NA
1447,2004,10,11,RB,758,6.8,NA,7850,NA,NA,NA
1448,2004,10,12,RB,345,0.4,NA,NA,NA,NA,NA
1449,2004,10,14,RB,864,9.3,NA,10656,NA,NA,NA
1450,2004,10,15,RB,838,7.7,NA,NA,NA,NA,NA
1451,2004,10,16,RB,901,10.1,NA,NA,NA,NA,NA
1452,2004,10,16,RB,892,10.3,NA,NA,NA,NA,NA
1453,2004,10,16,RB,809,6.6,NA,NA,NA,NA,NA
1454,2004,10,16,RB,764,6.3,NA,7827,NA,NA,NA
1455,2004,10,16,RB,719,5.8,NA,NA,NA,NA,NA
1456,2004,10,16,RB,626,3.9,NA,5245,NA,NA,NA
1457,2004,10,17,RB,830,7.4,NA,NA,NA,NA,NA
1458,2004,10,17,RB,815,8.2,NA,NA,NA,NA,NA
1459,2004,10,17,RB,727,6.6,NA,NA,NA,NA,NA
1460,2004,10,17,RB,689,4.9,NA,NA,NA,NA,NA
1461,2004,10,25,RB,838,8.7,NA,10234,NA,NA,NA
1462,2004,10,27,RB,788,7.4,NA,8589,NA,NA,NA
1463,2004,10,29,RB,889,10.6,NA,11356,NA,NA,NA
1464,2004,10,29,RB,660,4.1,NA,NA,NA,NA,NA
1465,2004,10,29,RB,635,5.5,NA,6310,NA,NA,NA
1466,2004,10,29,RB,379,0.5,NA,NA,NA,NA,NA
1467,2004,10,30,RB,914,10,NA,NA,NA,NA,NA
1468,2004,10,30,RB,914,11.4,NA,NA,NA,NA,NA
1469,2004,11,4,RB,607,3.2,NA,NA,NA,NA,NA
1470,2004,11,5,RB,565,2.3,NA,NA,NA,NA,NA
1471,2004,11,6,RB,724,7.5,NA,NA,NA,NA,NA
1472,2004,11,7,RB,826,8.2,NA,NA,NA,NA,NA
1473,2004,11,7,RB,356,0.5,NA,NA,NA,NA,NA
1474,2004,11,7,RB,277,0.2,NA,NA,NA,NA,NA
1475,2004,11,8,RB,710,4.5,NA,NA,NA,NA,NA
1476,2004,11,8,RB,630,3.2,NA,NA,NA,NA,NA
1477,2004,11,12,RB,793,7.5,NA,NA,NA,NA,NA
1478,2004,11,13,RB,876,8.6,NA,NA,NA,NA,NA
1479,2004,11,13,RB,838,7.9,NA,8641,NA,NA,NA
1480,2004,11,14,RB,838,7.8,NA,8670,NA,NA,NA
1481,2004,11,14,RB,680,3.5,NA,NA,NA,NA,NA
1482,2004,11,14,RB,640,4.3,NA,NA,NA,NA,NA
1483,2004,11,18,RB,550,2.1,NA,NA,NA,NA,NA
1484,2004,11,19,RB,650,3.9,NA,NA,NA,NA,NA
1485,2004,11,19,RB,611,1.8,NA,NA,NA,NA,NA
1486,2004,11,22,RB,635,3.6,NA,NA,NA,NA,NA
1487,2004,12,25,RB,838,8.6,NA,NA,NA,NA,NA
1488,2008,5,14,RB,279,NA,NA,NA,NA,21,NA
1489,2008,5,14,RB,339,NA,NA,NA,NA,22,NA
1490,2008,5,15,RB,492,NA,NA,NA,NA,1,NA
1491,2008,5,15,RB,260,NA,NA,NA,NA,23,NA
1492,2008,5,15,RB,303,NA,NA,NA,NA,24,NA
1493,2008,5,15,RB,272,NA,NA,NA,NA,25,NA
1494,2008,5,15,RB,512,NA,NA,NA,NA,2,NA
1495,2008,5,19,RB,593,NA,NA,NA,NA,3,NA
1496,2008,5,19,RB,360,0.5,NA,NA,NA,26,NA
1497,2008,5,19,RB,371,0.6,NA,NA,NA,27,NA
1498,2008,5,19,RB,535,NA,NA,NA,NA,4,NA
1499,2008,5,19,RB,340,0.4,NA,NA,NA,28,NA
1500,2008,5,19,RB,495,1.5,NA,NA,NA,5,NA
1501,2008,5,19,RB,389,0.6,NA,NA,NA,29,NA
1502,2008,5,19,RB,379,0.5,NA,NA,NA,30,NA
1503,2008,5,21,RB,591,NA,NA,NA,NA,6,NA
1504,2008,5,23,RB,336,NA,NA,NA,NA,34,NA
1505,2008,5,23,RB,616,NA,NA,NA,NA,7,NA
1506,2008,5,23,RB,555,NA,NA,NA,NA,8,NA
1507,2008,5,24,RB,331,0.4,NA,NA,NA,35,NA
1508,2008,5,24,RB,376,0.7,NA,NA,NA,36,NA
1509,2008,5,24,RB,298,0.3,NA,NA,NA,37,NA
1510,2008,5,25,RB,415,0.7,NA,NA,NA,38,NA
1511,2008,5,25,RB,341,NA,NA,NA,NA,39,NA
1512,2008,5,28,RB,571,NA,NA,NA,NA,9,NA
1513,2008,5,28,RB,333,0.3,NA,NA,NA,40,NA
1514,2008,5,30,RB,648,NA,NA,NA,NA,10,NA
1515,2008,5,30,RB,600,NA,NA,NA,NA,11,NA
1516,2008,5,30,RB,672,NA,NA,NA,NA,12,NA
1517,2008,5,30,RB,720,5.1,NA,NA,NA,13,NA
1518,2008,5,30,RB,353,0.5,NA,NA,NA,41,NA
1519,2008,5,30,RB,250,NA,NA,NA,NA,65,NA
1520,2008,5,30,RB,300,NA,NA,NA,NA,66,NA
1521,2008,5,31,RB,545,1.6,NA,NA,NA,14,NA
